Assembly Accession size
GCF_000328685.1_ASM32868v1_ NC_019975 12939
GCF_000328685.1_ASM32868v1_ NC_019976 287963
GCF_000329365.2_ASM32936v2_ NZ_CP007529 59369
GCF_000330485.2_ASM33048v2_ NZ_CP012348 86650
GCF_000331715.1_ASM33171v1_ NC_020128 27133
GCF_000331715.1_ASM33171v1_ NC_020129 39878
GCF_000331715.1_ASM33171v1_ NC_020130 194613
GCF_000334405.1_ASM33440v1_ NC_020196 3735
GCF_000334515.1_ASM33451v1_ NC_020182 9294
GCF_000334515.1_ASM33451v1_ NC_020180 162202
GCF_000335875.2_ASM33587v2_ NZ_CP011395 59336
GCF_000338115.2_ASM33811v2_ NC_021903 15167
GCF_000338115.2_ASM33811v2_ NC_021904 39116
GCF_000338115.2_ASM33811v2_ NC_021912 41508
GCF_000339015.1_ASM33901v1_ NC_020263 118136
GCF_000339015.1_ASM33901v1_ NC_020261 52134
GCF_000339015.1_ASM33901v1_ NC_020262 4422
GCF_000340785.1_ASM34078v1_ NC_020289 2378
GCF_000340785.1_ASM34078v1_ NC_020298 2345
GCF_000340785.1_ASM34078v1_ NC_020290 5214
GCF_000340785.1_ASM34078v1_ NC_020287 100749
GCF_000340785.1_ASM34078v1_ NC_020288 44343
GCF_000340785.1_ASM34078v1_ NC_020296 118712
GCF_000340785.1_ASM34078v1_ NC_020297 106004
GCF_000341395.1_ASM34139v1_ NC_020305 36751
GCF_000341425.1_ASM34142v1_ NC_020306 24012
GCF_000341425.1_ASM34142v1_ NC_020308 17094
GCF_000344335.2_ASM34433v2_ NZ_CP018203 34963
GCF_000344335.2_ASM34433v2_ NZ_CP018204 32947
GCF_000344355.2_ASM34435v2_ NZ_CP012180 74432
GCF_000347615.1_ASM34761v1_ NC_020522 73490
GCF_000348585.1_ASM34858v1_ NC_020801 31801
GCF_000348585.1_ASM34858v1_ NC_020798 47151
GCF_000348585.1_ASM34858v1_ NC_020797 64118
GCF_000348885.1_ASM34888v1_ NC_020556 4158
GCF_000349225.1_ASM34922v1_ NC_020816 18869
GCF_000349225.1_ASM34922v1_ NC_020817 58317
GCF_000359625.1_ASM35962v1_ NC_020820 42449
GCF_000359625.1_ASM35962v1_ NC_020821 35388
GCF_000359625.1_ASM35962v1_ NC_020826 35340
GCF_000359625.1_ASM35962v1_ NC_020822 25335
GCF_000359625.1_ASM35962v1_ NC_020823 17882
GCF_000359625.1_ASM35962v1_ NC_020827 11627
GCF_000359625.1_ASM35962v1_ NC_020824 10300
GCF_000359625.1_ASM35962v1_ NC_020828 8556
GCF_000359625.1_ASM35962v1_ NC_020825 5866
GCF_000364385.3_ASM36438v3_ NZ_CP006663 117755
GCF_000364385.3_ASM36438v3_ NZ_CP006662 85161
GCF_000364385.3_ASM36438v3_ NZ_CP006660 2014
GCF_000364385.3_ASM36438v3_ NZ_CP006661 140825
GCF_000364765.1_ASM36476v1_ NC_021051 7499
GCF_000364785.1_ASM36478v1_ NC_021049 7499
GCF_000376545.2_ASM37654v2_ NZ_CP015231 1256329
GCF_000376545.2_ASM37654v2_ NZ_CP015232 147082
GCF_000376545.2_ASM37654v2_ NZ_CP015233 107530
GCF_000376545.2_ASM37654v2_ NZ_CP015234 58318
GCF_000376705.1_ASM37670v1_ NC_021086 55585
GCF_000380325.1_ASM38032v1_ NC_021155 148711
GCF_000380325.1_ASM38032v1_ NC_021156 11067
GCF_000380325.1_ASM38032v1_ NC_021157 4675
GCF_000382965.1_ASM38296v1_ NC_020534 30853
GCF_000382985.1_ASM38298v1_ NC_020535 37285
GCF_000383005.1_ASM38300v1_ NC_020539 23758
GCF_000392485.3_ASM39248v2_ NC_021233 45418
GCF_000392485.3_ASM39248v2_ NC_021225 49018
GCF_000392485.3_ASM39248v2_ NC_021226 39468
GCF_000392485.3_ASM39248v2_ NC_021234 37042
GCF_000392485.3_ASM39248v2_ NC_021227 16105
GCF_000392485.3_ASM39248v2_ NC_021228 8686
GCF_000392485.3_ASM39248v2_ NZ_CP010527 15174
GCF_000400635.2_ASM40063v2_ NC_023497 33499
GCF_000400875.1_ASM40087v1_ NC_021277 14194
GCF_000402035.1_ASM40203v1_ NC_021289 1275199
GCF_000402035.1_ASM40203v1_ NC_021295 309692
GCF_000406765.2_ASM40676v2_ NZ_CP011984 13838
GCF_000406765.2_ASM40676v2_ NZ_CP011981 130552
GCF_000406765.2_ASM40676v2_ NZ_CP011983 43380
GCF_000406765.2_ASM40676v2_ NZ_CP011982 51662
GCF_000410995.1_ASM41099v1_ NC_021503 53021
GCF_000410995.1_ASM41099v1_ NC_021495 15577
GCF_000410995.1_ASM41099v1_ NC_021496 40038
GCF_000410995.1_ASM41099v1_ NC_021504 16384
GCF_000410995.1_ASM41099v1_ NC_021497 14050
GCF_000410995.1_ASM41099v1_ NC_021498 6499
GCF_000412205.1_ASM41220v1_ NC_021515 7240
GCF_000412205.1_ASM41220v1_ NC_021525 8636
GCF_000412205.1_ASM41220v1_ NC_021516 27282
GCF_000412205.1_ASM41220v1_ NC_021526 37097
GCF_000412205.1_ASM41220v1_ NC_021517 40147
GCF_000412205.1_ASM41220v1_ NC_021518 50195
GCF_000412205.1_ASM41220v1_ NC_021527 51857
GCF_000412205.1_ASM41220v1_ NC_021519 74078
GCF_000412205.1_ASM41220v1_ NC_021528 13341
GCF_000412205.1_ASM41220v1_ NC_021520 6464
GCF_000412265.2_ASM41226v2_ NZ_CP011665 529571
GCF_000412265.2_ASM41226v2_ NZ_CP011666 134791
GCF_000412265.2_ASM41226v2_ NZ_CP011667 183653
GCF_000412695.1_ASM41269v1_ NC_021506 198965
GCF_000412775.1_ASM41277v1_ NC_021552 24653
GCF_000417085.2_ASM41708v2_ NZ_CP011991 113638
GCF_000417085.2_ASM41708v2_ NZ_CP011993 13841
GCF_000417085.2_ASM41708v2_ NZ_CP011990 162533
GCF_000417085.2_ASM41708v2_ NZ_CP011992 43380
GCF_000417225.2_ASM41722v2_ NZ_CP011979 20222
GCF_000417225.2_ASM41722v2_ NZ_CP011977 218836
GCF_000417225.2_ASM41722v2_ NZ_CP011978 77775
GCF_000417265.2_ASM41726v2_ NZ_CP011986 113639
GCF_000417265.2_ASM41726v2_ NZ_CP011988 13841
GCF_000417265.2_ASM41726v2_ NZ_CP011987 74026
GCF_000418305.1_ASM41830v1_ NC_021668 26087
GCF_000418305.1_ASM41830v1_ NC_021669 3956
GCF_000418305.1_ASM41830v1_ NC_021662 4518
GCF_000418345.1_ASM41834v1_ NC_021657 2908
GCF_000418515.1_ASM41851v1_ NC_021722 29768
GCF_000418535.1_ASM41853v2_ NC_020275 122976
GCF_000418535.1_ASM41853v2_ NC_020276 18089
GCF_000430085.2_ASM43008v2_ NC_021813 110363
GCF_000430085.2_ASM43008v2_ NC_021842 37679
GCF_000430105.1_ASM43010v1_ NC_021811 117929
GCF_000430105.1_ASM43010v1_ NC_021841 35297
GCF_000430105.1_ASM43010v1_ NC_021869 4773
GCF_000430125.1_ASM43012v1_ NC_021845 166668
GCF_000430125.1_ASM43012v1_ NC_021819 122863
GCF_000430145.2_ASM43014v3_ NC_021815 221009
GCF_000430145.2_ASM43014v3_ NC_021843 4675
GCF_000430145.2_ASM43014v3_ NC_021816 3609
GCF_000438585.1_ASM43858v1_ NC_021828 57557
GCF_000438685.2_ASM43868v2_ NC_022045 148959
GCF_000438705.2_ASM43870v2_ NC_022046 55804
GCF_000438725.2_ASM43872v2_ NC_022047 55804
GCF_000438745.2_ASM43874v2_ NC_022051 55803
GCF_000439255.1_ASM43925v1_ NC_021871 89986
GCF_000439415.1_ASM43941v1_ NC_021817 78193
GCF_000439435.1_ASM43943v1_ NC_021832 11138
GCF_000439575.1_ASM43957v1_ NC_021718 303282
GCF_000441555.1_ASM44155v1_ NC_021886 5458
GCF_000442595.1_ASM44259v1_ NC_021918 42347
GCF_000442645.1_ASM44264v1_ NC_021920 45973
GCF_000444405.1_ASM44440v1_ NC_021987 130716
GCF_000444405.1_ASM44440v1_ NC_021995 67314
GCF_000444405.1_ASM44440v1_ NC_021988 31004
GCF_000444405.1_ASM44440v1_ NC_021989 9319
GCF_000444405.1_ASM44440v1_ NC_021996 4072
GCF_000444405.1_ASM44440v1_ NC_021990 2189
GCF_000445035.1_ASM44503v1_ NC_021278 172814
GCF_000445035.1_ASM44503v1_ NC_021279 97240
GCF_000445405.1_ASM44540v1_ NC_022078 317154
GCF_000445405.1_ASM44540v1_ NC_022083 12207
GCF_000445425.4_ASM44542v4_ NZ_CP010328 30673
GCF_000452705.1_ASM45270v3_ NZ_CP007015 53629
GCF_000462975.1_ASM46297v1_ NC_022225 66164
GCF_000463055.1_ASM46305v1_ NC_022227 3332
GCF_000463055.1_ASM46305v1_ NC_022228 2472
GCF_000464435.1_ASM46443v1_ NC_022271 89003
GCF_000464955.2_ASM46495v2_ NZ_CP023542 161452
GCF_000465235.1_ASM46523v1_ NC_022355 55127
GCF_000465235.1_ASM46523v1_ NC_022348 3707
GCF_000465975.2_ASM46597v2_ NZ_CP012884 194742
GCF_000466075.2_ASM46607v2_ NC_022354 46902
GCF_000466785.3_ASM46678v3_ NZ_CP011537 32641
GCF_000470655.1_HATI1_ NC_021913 330369
GCF_000471025.2_ASM47102v2_ NZ_CP015841 7619
GCF_000471965.1_ASM47196v1_ NC_022551 3674
GCF_000478255.1_ASM47825v2_ NZ_CP009055 37571
GCF_000478825.2_ASM47882v2_ NZ_CP007543 108692
GCF_000478825.2_ASM47882v2_ NZ_CP007544 103516
GCF_000478825.2_ASM47882v2_ NZ_CP007545 41240
GCF_000479375.3_ASM47937v3_ NC_022587 4094
GCF_000479375.3_ASM47937v3_ NZ_CP007042 870
GCF_000479375.3_ASM47937v3_ NZ_CP007043 1278
GCF_000479375.3_ASM47937v3_ NZ_CP029291 9000
GCF_000479375.3_ASM47937v3_ NZ_CP029292 47268
GCF_000479375.3_ASM47937v3_ NZ_CP029293 109112
GCF_000485885.1_ASM48588v1_ NC_022610 27326
GCF_000485885.1_ASM48588v1_ NC_022605 3011
GCF_000486345.2_ASM48634v2_ NZ_CP017729 93826
GCF_000486585.2_ASM48658v2_ NZ_CP019193 196866
GCF_000487035.2_ASM48703v2_ NZ_CP019200 34175
GCF_000487035.2_ASM48703v2_ NZ_CP019199 59062
GCF_000487155.2_ASM48715v2_ NZ_CP019182 124201
GCF_000487295.2_ASM48729v2_ NZ_CP012345 119113
GCF_000487935.2_ASM48793v2_ NZ_CP017724 106449
GCF_000487935.2_ASM48793v2_ NZ_CP017725 49762
GCF_000487935.2_ASM48793v2_ NZ_CP017726 58302
GCF_000493295.2_ASM49329v2_ NZ_CP019190 186451
GCF_000493295.2_ASM49329v2_ NZ_CP019191 28662
GCF_000493375.1_BAPNAU_WGS_ NC_022531 8438
GCF_000493535.2_DT2_ NZ_LN999012 93844
GCF_000493675.1_DT104_ NC_022570 94034
GCF_000493735.1_ASM49373v1_ NC_022601 12655
GCF_000493735.1_ASM49373v1_ NC_022607 15475
GCF_000493735.1_ASM49373v1_ NC_022602 47067
GCF_000493735.1_ASM49373v1_ NC_022603 64491
GCF_000493735.1_ASM49373v1_ NC_022608 9614
GCF_000493755.1_ASM49375v1_ NC_022661 1552
GCF_000493755.1_ASM49375v1_ NC_022649 5167
GCF_000493755.1_ASM49375v1_ NC_022662 5631
GCF_000493755.1_ASM49375v1_ NC_022650 55956
GCF_000493755.1_ASM49375v1_ NC_022651 110040
GCF_000495455.2_ASM49545v2_ NZ_CP009975 583900
GCF_000498655.1_ASM49865v1_ NC_022901 36892
GCF_000498655.1_ASM49865v1_ NC_022913 33915
GCF_000498655.1_ASM49865v1_ NC_022902 32400
GCF_000498655.1_ASM49865v1_ NC_022903 30952
GCF_000498655.1_ASM49865v1_ NC_022910 30440
GCF_000499645.1_IRBG74_ NC_022536 584965
GCF_000504125.1_ASM50412v1_ NC_022881 2584
GCF_000504125.1_ASM50412v1_ NC_022884 23629
GCF_000504125.1_ASM50412v1_ NC_022880 38528
GCF_000504125.1_ASM50412v1_ NC_022883 82213
GCF_000504125.1_ASM50412v1_ NC_022879 181920
GCF_000504545.1_ASM50454v1_ NC_023024 126488
GCF_000504545.1_ASM50454v1_ NC_023025 55913
GCF_000504565.1_ASM50456v2_ NC_023011 125764
GCF_000504565.1_ASM50456v2_ NC_023012 405815
GCF_000505365.2_ASM50536v2_ NZ_CP012834 53952
GCF_000505365.2_ASM50536v2_ NZ_CP012835 62884
GCF_000505685.1_ASM50568v2_ NC_023031 113866
GCF_000505685.1_ASM50568v2_ NC_019985 48368
GCF_000505705.1_ASM50570v1_ NZ_CP005994 37692
GCF_000507225.1_ASM50722v1_ NC_023057 7501
GCF_000511305.1_ASM51130v1_ NC_023144 361397
GCF_000511305.1_ASM51130v1_ NC_023145 2035
GCF_000511355.1_ASM51135v1_ NC_023146 220701
GCF_000511355.1_ASM51135v1_ NC_023136 285395
GCF_000511385.1_ASM51138v1_ NC_023138 255493
GCF_000511385.1_ASM51138v1_ NC_023148 133621
GCF_000511385.1_ASM51138v1_ NC_023139 109815
GCF_000511385.1_ASM51138v1_ NC_023140 77876
GCF_000511385.1_ASM51138v1_ NC_023141 77775
GCF_000511385.1_ASM51138v1_ NC_023142 68752
GCF_000511385.1_ASM51138v1_ NC_023143 40170
GCF_000511405.1_ASM51140v1_ NC_023147 9669
GCF_000512145.1_ASM51214v2_ NZ_CP007036 113739
GCF_000512355.1_ASM51235v1_ NZ_CP004007 50245
GCF_000512745.2_ASM51274v2_ NZ_CP007000 91400
GCF_000512745.2_ASM51274v2_ NZ_CP007001 35326
GCF_000512745.2_ASM51274v2_ NZ_CP007002 3993
GCF_000517425.1_ASM51742v1_ NZ_CP006570 449897
GCF_000517565.1_ASM51756v1_ NZ_CP007052 3505
GCF_000517625.1_ASM51762v1_ NZ_CP007056 573680
GCF_000517625.1_ASM51762v1_ NZ_CP007057 464581
GCF_000517625.1_ASM51762v1_ NZ_CP007058 172663
GCF_000517625.1_ASM51762v1_ NZ_CP007059 130926
GCF_000520035.1_ASM52003v1_ NZ_CP006028 87120
GCF_000520035.1_ASM52003v1_ NZ_CP006029 64561
GCF_000520055.1_ASM52005v1_ NZ_CP006263 98066
GCF_000520055.1_ASM52005v1_ NZ_CP006264 58666
GCF_000521525.1_ASM52152v1_ NZ_CP002698 7802
GCF_000521545.1_ASM52154v1_ NZ_CP002700 7802
GCF_000521565.1_ASM52156v1_ NZ_CP002702 7799
GCF_000521585.1_ASM52158v1_ NZ_CP002704 7800
GCF_000522545.2_ASM52254v2_ NZ_CP012748 2555069
GCF_000522985.1_ASM52298v1_ NZ_CP007129 1106233
GCF_000522985.1_ASM52298v1_ NZ_CP007130 1040503
GCF_000525655.1_ASM52565v1_ NZ_CP007157 42009
GCF_000550765.1_ASM55076v1_ NZ_CP004361 5531
GCF_000550765.1_ASM55076v1_ NZ_CP004362 2216
GCF_000550765.1_ASM55076v1_ NZ_CP004363 26296
GCF_000550765.1_ASM55076v1_ NZ_CP004364 87176
GCF_000550765.1_ASM55076v1_ NZ_CP004365 336138
GCF_000550785.1_ASM55078v1_ NZ_CP004351 2461
GCF_000550785.1_ASM55078v1_ NZ_CP004352 16264
GCF_000568455.1_ASM56845v1_ NZ_CP007177 27068
GCF_000568455.1_ASM56845v1_ NZ_CP007178 3125
GCF_000568495.1_ASM56849v1_ NZ_CP007006 88530
GCF_000576125.1_ASM57612v1_ NZ_CP003710 33915
GCF_000576125.1_ASM57612v1_ NZ_CP003711 30952
GCF_000576125.1_ASM57612v1_ NZ_CP003712 37061
GCF_000576125.1_ASM57612v1_ NZ_CP003713 32400
GCF_000576125.1_ASM57612v1_ NZ_CP003714 32801
GCF_000576165.1_ASM57616v1_ NZ_CP003716 33915
GCF_000576165.1_ASM57616v1_ NZ_CP003717 30952
GCF_000576165.1_ASM57616v1_ NZ_CP003718 37058
GCF_000576165.1_ASM57616v1_ NZ_CP003719 32801
GCF_000576555.1_ASM57655v1_ NZ_CP007144 299298
GCF_000576555.1_ASM57655v1_ NZ_CP007143 41562
GCF_000576555.1_ASM57655v1_ NZ_CP007146 6969
GCF_000577745.1_6179_18022011_ NZ_HG813250 62206
GCF_000582665.1_ASM58266v1_ NZ_CP007123 3833
GCF_000582665.1_ASM58266v1_ NZ_CP007124 55121
GCF_000582665.1_ASM58266v1_ NZ_CP007125 58511
GCF_000582665.1_ASM58266v1_ NZ_CP007126 8755
GCF_000583755.1_ASM58375v1_ NZ_CP007185 2429
GCF_000583755.1_ASM58375v1_ NZ_CP007186 3324
GCF_000583755.1_ASM58375v1_ NZ_CP007187 3347
GCF_000583755.1_ASM58375v1_ NZ_CP007184 35364
GCF_000583795.1_ASM58379v1_ NZ_CP007180 48422
GCF_000583875.1_ASM58387v1_ NZ_CP006572 7099
GCF_000597905.1_ASM59790v1_ NZ_CP006919 25284
GCF_000597905.1_ASM59790v1_ NZ_CP006922 86232
GCF_000597905.1_ASM59790v1_ NZ_CP006921 12399
GCF_000597945.1_ASM59794v2_ NZ_CP007449 78924
GCF_000597945.1_ASM59794v2_ NZ_CP007450 49188
GCF_000597965.1_ASM59796v1_ NZ_CP007455 22990
GCF_000598005.1_ASM59800v1_ NZ_CP006927 142788
GCF_000598005.1_ASM59800v1_ NZ_CP006926 73636
GCF_000598005.1_ASM59800v1_ NZ_CP006925 36109
GCF_000598005.1_ASM59800v1_ NZ_CP006928 14249
GCF_000598005.1_ASM59800v1_ NZ_CP006924 10925
GCF_000604105.1_ASM60410v1_ NZ_CP004407 9253
GCF_000604105.1_ASM60410v1_ NZ_CP004408 2062
GCF_000612325.1_ASM61232v1_ NZ_CP007508 59372
GCF_000613085.1_R479A_18022011_ NZ_HG813248 86652
GCF_000626675.1_ASM62667v1_ NZ_CP006843 58432
GCF_000635895.2_ASM63589v2_ NZ_CP015730 300156
GCF_000635895.2_ASM63589v2_ NZ_CP015728 70374
GCF_000635895.2_ASM63589v2_ NZ_CP015729 11778
GCF_000636135.1_ASM63613v1_ NZ_CP007582 91739
GCF_000648735.3_ASM64873v3_ NZ_CP011973 74423
GCF_000661915.1_ASM66191v1_ NZ_CP007510 107733
GCF_000662395.1_ASM66239v1_ NZ_CP007135 98067
GCF_000662395.1_ASM66239v1_ NZ_CP007134 58666
GCF_000671295.1_ASM67129v1_ NZ_CP007138 87120
GCF_000671295.1_ASM67129v1_ NZ_CP007137 64562
GCF_000688795.1_ASM68879v1_ NZ_CP004863 11769
GCF_000688795.1_ASM68879v1_ NZ_CP004859 2062
GCF_000688795.1_ASM68879v1_ NZ_CP004861 293574
GCF_000688795.1_ASM68879v1_ NZ_CP004860 422692
GCF_000688795.1_ASM68879v1_ NZ_CP004862 53838
GCF_000688795.1_ASM68879v1_ NZ_CP004869 67159
GCF_000688795.1_ASM68879v1_ NZ_CP004867 7635
GCF_000688795.1_ASM68879v1_ NZ_CP004866 7921
GCF_000688795.1_ASM68879v1_ NZ_CP004865 8240
GCF_000688795.1_ASM68879v1_ NZ_CP004864 8513
GCF_000688795.1_ASM68879v1_ NZ_CP004868 94568
GCF_000689355.1_PRJEB5999_assembly_1_ NZ_HG969193 21776
GCF_000695855.3_ASM69585v3_ NZ_CP008850 8737
GCF_000695855.3_ASM69585v3_ NZ_CP008851 74749
GCF_000695935.1_ASM69593v1_ NZ_CP007732 268334
GCF_000695935.1_ASM69593v1_ NZ_CP007733 80411
GCF_000695935.1_ASM69593v1_ NZ_CP007734 338850
GCF_000695935.1_ASM69593v1_ NZ_CP007735 89770
GCF_000695935.1_ASM69593v1_ NZ_CP007736 113440
GCF_000696675.2_ASM69667v2_ NZ_CP007256 91729
GCF_000696675.2_ASM69667v2_ NZ_CP007257 477915
GCF_000697965.2_ASM69796v2_ NZ_CP015881 1736943
GCF_000697965.2_ASM69796v2_ NZ_CP015882 1459374
GCF_000698825.1_ASM69882v1_ NZ_CP006739 24391
GCF_000705595.2_ASM70559v2_ NZ_CP013052 405481
GCF_000705595.2_ASM70559v2_ NZ_CP013053 547106
GCF_000705595.2_ASM70559v2_ NZ_CP013054 2249899
GCF_000714655.1_ASM71465v1_ NZ_CP008789 133397
GCF_000714655.1_ASM71465v1_ NZ_CP008790 193725
GCF_000714655.1_ASM71465v1_ NZ_CP008791 205586
GCF_000714675.1_ASM71467v1_ NZ_CP008798 85473
GCF_000714675.1_ASM71467v1_ NZ_CP008799 58050
GCF_000714675.1_ASM71467v1_ NZ_CP008800 194877
GCF_000715155.1_ASM71515v2_ NZ_CP008745 93833
GCF_000715175.2_ASM71517v2_ NZ_CP021182 199964
GCF_000715175.2_ASM71517v2_ NZ_CP021183 117506
GCF_000715175.2_ASM71517v2_ NZ_CP021184 115498
GCF_000715175.2_ASM71517v2_ NZ_CP021185 95350
GCF_000715175.2_ASM71517v2_ NZ_CP021186 35564
GCF_000715175.2_ASM71517v2_ NZ_CP021187 25502
GCF_000715175.2_ASM71517v2_ NZ_CP021188 24123
GCF_000715175.2_ASM71517v2_ NZ_CP021189 17574
GCF_000715175.2_ASM71517v2_ NZ_CP021190 9585
GCF_000715175.2_ASM71517v2_ NZ_CP021191 6108
GCF_000715175.2_ASM71517v2_ NZ_CP021192 5526
GCF_000717515.1_ASM71751v1_ NZ_CP008832 13841
GCF_000717515.1_ASM71751v1_ NZ_CP008833 113639
GCF_000723425.2_E11_ NZ_HG917973 114229
GCF_000724505.1_ASM72450v1_ NZ_CP008824 319976
GCF_000724505.1_ASM72450v1_ NZ_CP008825 282439
GCF_000724505.1_ASM72450v1_ NZ_CP008826 47290
GCF_000725285.1_ASM72528v1_ NZ_CP007162 12068
GCF_000725285.1_ASM72528v1_ NZ_CP007163 4094
GCF_000725285.1_ASM72528v1_ NZ_CP007164 4494
GCF_000725365.1_ASM72536v1_ NZ_CP008877 88439
GCF_000725405.1_ASM72540v1_ NZ_CP008890 84621
GCF_000730345.1_ASM73034v1_ NZ_CP008806 94645
GCF_000730345.1_ASM73034v1_ NZ_CP008807 37447
GCF_000732925.1_ASM73292v1_ NZ_CP008954 92539
GCF_000732945.1_ASM73294v1_ NZ_CP008945 48068
GCF_000733255.1_ASM73325v1_ NZ_CP006799 283371
GCF_000733255.1_ASM73325v1_ NZ_CP006800 103694
GCF_000733255.1_ASM73325v1_ NZ_CP006801 70814
GCF_000733255.1_ASM73325v1_ NZ_CP006802 6141
GCF_000733715.2_ASM73371v2_ NZ_CP013125 252328
GCF_000734895.2_ASM73489v2_ NZ_CP011383 107561
GCF_000734895.2_ASM73489v2_ NZ_CP011384 23766
GCF_000734895.2_ASM73489v2_ NZ_CP011385 5532
GCF_000734975.2_ASM73497v2_ NZ_CP011053 313995
GCF_000734975.2_ASM73497v2_ NZ_CP011054 205117
GCF_000736415.1_ASM73641v1_ NZ_CP009044 70030
GCF_000737305.2_ASM73730v2_ NZ_CP012476 31475
GCF_000737555.1_ASM73755v1_ NZ_CP006031 44086
GCF_000739475.1_ASM73947v1_ NZ_CP009118 26565
GCF_000739475.1_ASM73947v1_ NZ_CP009119 53970
GCF_000739495.1_ASM73949v1_ NZ_CP009116 94760
GCF_000739495.1_ASM73949v1_ NZ_CP009115 118061
GCF_000740965.1_ASM74096v1_ NZ_CP009126 32444
GCF_000741005.1_ASM74100v1_ NZ_CP009213 26561
GCF_000741005.1_ASM74100v1_ NZ_CP009214 55230
GCF_000742715.1_ASM74271v1_ NZ_CP007723 16810
GCF_000742735.1_ASM74273v1_ NZ_CP007725 16810
GCF_000742835.1_ASM74283v1_ NZ_CP008942 15074
GCF_000742855.1_ASM74285v1_ NZ_CP007621 4602
GCF_000742855.1_ASM74285v1_ NZ_CP007622 4920
GCF_000742855.1_ASM74285v1_ NZ_CP007623 11903
GCF_000742855.1_ASM74285v1_ NZ_CP007624 140690
GCF_000742855.1_ASM74285v1_ NZ_CP007625 285163
GCF_000742955.1_ASM74295v1_ NZ_CP008817 155838
GCF_000742955.1_ASM74295v1_ NZ_CP008818 106739
GCF_000742975.1_ASM74297v1_ NZ_CP008815 66548
GCF_000742975.1_ASM74297v1_ NZ_CP008814 41610
GCF_000743055.1_ASM74305v1_ NZ_CP009103 38457
GCF_000743255.1_ASM74325v1_ NZ_CP009073 48488
GCF_000743255.1_ASM74325v1_ NZ_CP009074 24185
GCF_000746585.1_ASM74658v2_ NZ_CP009218 47058
GCF_000746585.1_ASM74658v2_ NZ_CP009219 19268
GCF_000746665.1_ASM74666v1_ NZ_CP009263 5719
GCF_000747295.1_ASM74729v1_ NZ_CP009145 1466845
GCF_000747295.1_ASM74729v1_ NZ_CP009146 1617037
GCF_000747315.1_ASM74731v1_ NZ_CP009216 48288
GCF_000747565.1_ASM74756v1_ NZ_CP003425 67208
GCF_000747585.1_ASM74758v1_ NZ_CP006684 177673
GCF_000750225.1_ASM75022v1_ NZ_CP008898 62247
GCF_000750225.1_ASM75022v1_ NZ_CP008899 255013
GCF_000750225.1_ASM75022v1_ NZ_CP008900 60388
GCF_000750225.1_ASM75022v1_ NZ_CP008901 50333
GCF_000750275.1_ASM75027v1_ NZ_CP008906 176943
GCF_000750275.1_ASM75027v1_ NZ_CP008907 111227
GCF_000750275.1_ASM75027v1_ NZ_CP008908 50333
GCF_000751035.1_PM221_ NZ_HG813243 4439
GCF_000751035.1_PM221_ NZ_HG813244 11152
GCF_000751035.1_PM221_ NZ_HG813245 33094
GCF_000751035.1_PM221_ NZ_HG813246 58811
GCF_000754375.1_ASM75437v1_ NZ_CP008927 59372
GCF_000755145.1_ASM75514v1_ NZ_CP009229 3649
GCF_000755585.2_ASM75558v2_ NZ_CP013746 194226
GCF_000756205.1_ASM75620v1_ NZ_CP009362 27491
GCF_000756415.2_ASM75641v3_ NZ_CP012509 57431
GCF_000756415.2_ASM75641v3_ NZ_CP012510 51575
GCF_000756415.2_ASM75641v3_ NZ_CP012511 181035
GCF_000756415.2_ASM75641v3_ NZ_CP012512 33488
GCF_000756435.2_ASM75643v3_ NZ_CP012414 39335
GCF_000756435.2_ASM75643v3_ NZ_CP012415 29784
GCF_000756435.2_ASM75643v3_ NZ_CP012416 82130
GCF_000756435.2_ASM75643v3_ NZ_CP012417 31951
GCF_000756615.1_ASM75661v1_ NZ_CP009289 15151
GCF_000758365.1_ASM75836v1_ NZ_CP007650 33315
GCF_000758365.1_ASM75836v1_ NZ_CP007649 101883
GCF_000758365.1_ASM75836v1_ NZ_CP007647 219748
GCF_000758365.1_ASM75836v1_ NZ_CP007648 129218
GCF_000759485.1_ASM75948v1_ NZ_CP008809 25862
GCF_000759515.1_ASM75951v1_ NZ_CP008811 38272
GCF_000759515.1_ASM75951v1_ NZ_CP008812 27124
GCF_000759555.1_ASM75955v1_ NZ_CP009047 37688
GCF_000761135.1_ASM76113v1_ NZ_CP009532 6396
GCF_000761215.1_ASM76121v1_ NZ_CP009439 170574
GCF_000763325.2_ASM76332v2_ NZ_CP016821 170002
GCF_000763325.2_ASM76332v2_ NZ_CP016820 242246
GCF_000763325.2_ASM76332v2_ NZ_CP016822 107688
GCF_000763535.1_ASM76353v2_ NZ_CP009266 380781
GCF_000764535.1_ASM76453v1_ NZ_CP009572 163311
GCF_000764535.1_ASM76453v1_ NZ_CP009573 39492
GCF_000764615.1_ASM76461v1_ NZ_CP008930 187571
GCF_000764615.1_ASM76461v1_ NZ_CP008931 111693
GCF_000764615.1_ASM76461v1_ NZ_CP008932 69947
GCF_000764615.1_ASM76461v1_ NZ_CP008933 304526
GCF_000765415.1_ASM76541v1_ NZ_CP007636 167267
GCF_000767055.1_ASM76705v1_ NZ_CP006765 27197
GCF_000767465.1_ASM76746v1_ NZ_CP009294 188477
GCF_000767465.1_ASM76746v1_ NZ_CP009296 62341
GCF_000767465.1_ASM76746v1_ NZ_CP009292 756828
GCF_000767465.1_ASM76746v1_ NZ_CP009293 335704
