Assembly Accession size
GCF_000801755.2_ASM80175v2_ NZ_CP012999 4763114
GCF_000802245.2_ASM80224v2_ NZ_CP021080 7346075
GCF_000803625.1_ASM80362v1_ NZ_CP007496 705138
GCF_000803645.1_ASM80364v1_ NZ_CP009122 4993584
GCF_000803665.1_ASM80366v1_ NZ_CP010089 5701188
GCF_000803705.1_ASM80370v1_ NZ_CP010304 5488700
GCF_000807175.1_ASM80717v1_ NZ_CP009267 4351893
GCF_000807225.1_ASM80722v1_ NZ_CP010327 4155464
GCF_000807255.1_ASM80725v1_ NZ_CP009268 4352101
GCF_000807275.1_ASM80727v1_ NZ_CP009056 2692351
GCF_000807295.1_ASM80729v1_ NZ_CP010308 907293
GCF_000807315.1_ASM80731v1_ NZ_CP010313 9224208
GCF_000807375.1_ASM80737v1_ NZ_CP010050 2488699
GCF_000807395.2_ASM80739v3_ NZ_CP010361 5344430
GCF_000807405.2_ASM80740v4_ NZ_CP012165 4930963
GCF_000807415.2_ASM80741v4_ NZ_CP012162 5017289
GCF_000807425.2_ASM80742v4_ NZ_CP012167 4688189
GCF_000807675.2_ASM80767v2_ NZ_CP019962 4422837
GCF_000808035.2_ASM80803v2_ NZ_CP008914 3762666
GCF_000808035.2_ASM80803v2_ NZ_CP008915 2966450
GCF_000808055.1_ASM80805v1_ NZ_CP010346 2904228
GCF_000812165.1_ASM81216v1_ NZ_CP010323 4134593
GCF_000812185.1_ASM81218v1_ NZ_CP007026 1232128
GCF_000812205.2_ASM81220v2_ NZ_CP009274 5501013
GCF_000812665.2_ASM81266v2_ NZ_CP014327 4329554
GCF_000813165.1_ASM81316v1_ NZ_CP005930 4929051
GCF_000813205.1_ASM81320v1_ NZ_CP006738 5329385
GCF_000813245.1_ASM81324v1_ NZ_CP007493 1754190
GCF_000814125.3_ASM81412v3_ NZ_CP010376 4897485
GCF_000814145.2_ASM81414v2_ NZ_CP010371 4761012
GCF_000814165.3_ASM81416v3_ NZ_CP010368 3858956
GCF_000814205.1_ASM81420v1_ NZ_CP010377 4632074
GCF_000814225.1_ASM81422v1_ NZ_CP010384 4784288
GCF_000814265.1_ASM81426v1_ NZ_CP009226 1776391
GCF_000814305.1_ASM81430v1_ NZ_CP010392 5313576
GCF_000814345.1_ASM81434v1_ NZ_CP010397 3902527
GCF_000814805.1_ASM81480v1_ NZ_CP006722 5341039
GCF_000814825.1_ASM81482v1_ NZ_CP009302 1967093
GCF_000814845.2_ASM81484v2_ NZ_CP010431 5742997
GCF_000814865.1_ASM81486v1_ NZ_CP009927 2337177
GCF_000815025.1_ASM81502v1_ NZ_CP007541 656901
GCF_000815045.1_ASM81504v1_ NZ_CP010295 2872768
GCF_000815065.1_ASM81506v1_ NZ_CP007585 778866
GCF_000815085.1_ASM81508v1_ NZ_CP010296 2872779
GCF_000815105.2_ASM81510v2_ NZ_CP010310 5867621
GCF_000815125.1_ASM81512v1_ NZ_CP010297 2872764
GCF_000815145.1_ASM81514v1_ NZ_CP010406 3982168
GCF_000815165.1_ASM81516v1_ NZ_CP010298 2872779
GCF_000815185.1_ASM81518v1_ NZ_CP010409 4497453
GCF_000815205.1_ASM81520v1_ NZ_CP010299 2872781
GCF_000815225.1_ASM81522v1_ NZ_CP010427 1658482
GCF_000815245.1_ASM81524v1_ NZ_CP010300 2872771
GCF_000816025.1_ASM81602v1_ NZ_CP003987 10100774
GCF_000816045.1_ASM81604v1_ NZ_CP006929 4532364
GCF_000816065.1_ASM81606v1_ NZ_CP007003 2272494
GCF_000816085.1_ASM81608v1_ NZ_CP008747 2472129
GCF_000816105.1_ASM81610v1_ NZ_CP007140 1920914
GCF_000816125.1_ASM81612v1_ NZ_CP007641 4598466
GCF_000816145.1_ASM81614v1_ NZ_CP007141 2165416
GCF_000816165.1_ASM81616v1_ NZ_CP006869 2139957
GCF_000816185.1_ASM81618v1_ NZ_CP007770 1465081
GCF_000816205.1_ASM81620v1_ NZ_CP007522 1946899
GCF_000816225.1_ASM81622v1_ NZ_CP007771 1502102
GCF_000816245.1_ASM81624v1_ NZ_CP007769 1557536
GCF_000816265.1_ASM81626v1_ NZ_CP007772 1782536
GCF_000816305.1_ASM81630v1_ NZ_CP007773 1852995
GCF_000816345.1_ASM81634v1_ NZ_CP007774 1517949
GCF_000816365.1_ASM81636v1_ NZ_CP007775 1791508
GCF_000816385.2_ASM81638v2_ NZ_CP007776 1523028
GCF_000816405.1_ASM81640v1_ NZ_CP007777 1516455
GCF_000816425.1_ASM81642v1_ NZ_CP007778 1565009
GCF_000816465.3_ASM81646v4_ NZ_CP022433 7586568
GCF_000816785.1_ASM81678v1_ NZ_CP007766 1711369
GCF_000816845.1_ASM81684v1_ NZ_CP006877 4133237
GCF_000816885.1_ASM81688v1_ NZ_CP006857 5175545
GCF_000816985.1_ASM81698v1_ NZ_CP007399 6603099
GCF_000817005.1_ASM81700v1_ NZ_CP007593 2287774
GCF_000817025.1_ASM81702v1_ NZ_CP010013 1586473
GCF_000817045.1_ASM81704v1_ NZ_CP010433 1958651
GCF_000817065.1_ASM81706v1_ NZ_CP007016 2031692
GCF_000817325.1_ASM81732v1_ NZ_CP006471 2690418
GCF_000817935.1_ASM81793v1_ NZ_CP006908 4089683
GCF_000817955.1_ASM81795v1_ NZ_CP009788 3618700
GCF_000817975.1_ASM81797v1_ NZ_CP010415 4591803
GCF_000817995.1_ASM81799v1_ NZ_CP010437 2173720
GCF_000818015.1_ASM81801v1_ NZ_CP007511 4383480
GCF_000818035.1_ASM81803v1_ NZ_CP007726 2256647
GCF_000818055.1_ASM81805v1_ NZ_CP009045 1938624
GCF_000818075.1_ASM81807v1_ NZ_CP009049 4599018
GCF_000818095.1_ASM81809v1_ NZ_CP009416 3516439
GCF_000818115.1_ASM81811v1_ NZ_CP009559 4612373
GCF_000819445.1_ASM81944v1_ NZ_CP005286 2681312
GCF_000819505.1_ASM81950v1_ NZ_CP006883 5000814
GCF_000819525.2_ASM81952v2_ NZ_CP006957 2524779
GCF_000819565.1_ASM81956v1_ NZ_CP004393 4529105
GCF_000819645.1_ASM81964v1_ NZ_CP010315 5017219
GCF_000819665.1_ASM81966v1_ NZ_CP010268 5597590
GCF_000826965.5_ASM82696v4_ NZ_CP010518 5582097
GCF_000826985.1_ASM82698v1_ NZ_CP010435 1667638
GCF_000827005.1_ASM82700v1_ NZ_CP010519 8384669
GCF_000827025.1_ASM82702v1_ NZ_CP010436 1667303
GCF_000827045.1_ASM82704v1_ NZ_CP009938 4069641
GCF_000827065.1_ASM82706v1_ NZ_CP010314 4195102
GCF_000827085.1_ASM82708v1_ NZ_CP007027 4410911
GCF_000827105.1_ASM82710v1_ NZ_CP007592 5104557
GCF_000827125.1_ASM82712v1_ NZ_CP010311 3475523
GCF_000827835.1_ASM82783v1_ NZ_CP010529 3423144
GCF_000827855.1_ASM82785v1_ NZ_CP007563 357461
GCF_000827935.1_ASM82793v1_ NZ_CP010520 3611897
GCF_000827955.1_ASM82795v1_ NZ_CP010521 3611898
GCF_000828015.1_ASM82801v1_ NZ_CP010451 3207539
GCF_000828035.1_ASM82803v1_ NZ_CP010526 2860508
GCF_000828055.2_ASM82805v2_ NZ_CP010523 5521203
GCF_000828475.1_ASM82847v1_ NZ_AP014648 3424964
GCF_000828515.1_ASM82851v1_ NZ_AP010872 745590
GCF_000828575.1_ASM82857v1_ NZ_AP011952 1720003
GCF_000828595.1_ASM82859v1_ NZ_AP014565 5051841
GCF_000828615.1_ASM82861v1_ NZ_AP012273 3129662
GCF_000828635.1_ASM82863v1_ NZ_AP012547 3802648
GCF_000828655.1_ASM82865v1_ NZ_AP014509 2014912
GCF_000828675.1_ASM82867v1_ NZ_AP014510 2187612
GCF_000828695.1_ASM82869v1_ NZ_AP014522 6827892
GCF_000828715.1_ASM82871v1_ NZ_AP014583 3811479
GCF_000828735.1_ASM82873v1_ NZ_AP014584 727289
GCF_000828775.1_ASM82877v1_ NZ_AP013063 5225577
GCF_000828795.1_ASM82879v1_ NZ_AP013357 4021920
GCF_000828815.1_ASM82881v1_ NZ_AP014521 708439
GCF_000828835.1_ASM82883v1_ NZ_AP014633 4810005
GCF_000828855.1_ASM82885v1_ NZ_AP014631 693241
GCF_000828875.1_ASM82887v1_ NZ_AP014576 3090091
GCF_000828875.1_ASM82887v1_ NZ_AP014577 1787110
GCF_000828875.1_ASM82887v1_ NZ_AP014578 1680600
GCF_000828895.1_ASM82889v1_ NZ_AP014568 2574013
GCF_000828915.1_ASM82891v1_ NZ_AP014569 2606868
GCF_000828935.1_ASM82893v1_ NZ_AP014649 4000970
GCF_000828955.1_ASM82895v1_ NZ_AP014523 1696917
GCF_000828975.1_ASM82897v1_ NZ_AP014683 3276549
GCF_000828995.1_ASM82899v1_ NZ_AP014573 4415078
GCF_000829015.1_ASM82901v1_ NZ_AP014696 3901300
GCF_000829035.1_ASM82903v1_ NZ_AP012541 2995875
GCF_000829055.1_ASM82905v1_ NZ_AP012544 2924929
GCF_000829075.1_ASM82907v1_ NZ_AP012555 4951217
GCF_000829095.1_ASM82909v1_ NZ_AP013354 1667638
GCF_000829115.1_ASM82911v1_ NZ_AP013356 1667239
GCF_000829135.1_ASM82913v1_ NZ_AP013355 1667302
GCF_000829155.1_ASM82915v1_ NZ_AP013293 285352
GCF_000829175.1_ASM82917v1_ NZ_AP014582 5191712
GCF_000829195.1_ASM82919v1_ NZ_AP013294 3594618
GCF_000829215.1_ASM82921v1_ NZ_AP014524 2936971
GCF_000829215.1_ASM82921v1_ NZ_AP014525 1093973
GCF_000829235.1_ASM82923v1_ NZ_AP012549 2794318
GCF_000829255.1_ASM82925v1_ NZ_AP014646 6850954
GCF_000829275.1_ASM82927v1_ NZ_AP014622 6814936
GCF_000829295.1_ASM82929v1_ NZ_AP014658 2290145
GCF_000829315.1_ASM82931v1_ NZ_AP013028 1250060
GCF_000829335.1_ASM82933v1_ NZ_AP013353 799088
GCF_000829355.1_ASM82935v1_ NZ_AP014595 1190853
GCF_000829375.1_ASM82937v1_ NZ_AP014624 5503743
GCF_000829395.1_ASM82939v1_ NZ_AP014680 2277985
GCF_000829415.1_ASM82941v1_ NZ_AP014637 6332373
GCF_000829885.1_ASM82988v1_ NZ_CP010555 6712339
GCF_000829965.1_ASM82996v1_ NZ_CP010557 5522044
GCF_000829985.1_ASM82998v1_ NZ_CP009166 4948797
GCF_000830005.1_ASM83000v1_ NZ_CP010407 8867142
GCF_000830035.1_ASM83003v1_ NZ_CP010585 4557511
GCF_000830055.1_ASM83005v1_ NZ_CP010781 3909008
GCF_000830075.1_ASM83007v1_ NZ_CP010778 4174830
GCF_000830095.1_ASM83009v1_ NZ_CP010792 5227394
GCF_000830775.1_ASM83077v1_ NZ_CP006685 1641481
GCF_000830805.1_ASM83080v1_ NZ_CP006686 1641480
GCF_000830825.1_ASM83082v1_ NZ_CP006687 1641471
GCF_000830845.1_ASM83084v1_ NZ_CP006688 1641469
GCF_000830865.1_ASM83086v1_ NZ_CP006689 1641482
GCF_000830885.1_ASM83088v1_ NZ_CP006951 1362151
GCF_000830905.1_ASM83090v1_ NZ_CP006950 1382308
GCF_000830925.1_ASM83092v1_ NZ_CP006949 1486678
GCF_000830945.1_ASM83094v1_ NZ_CP006974 1072951
GCF_000830965.1_ASM83096v1_ NZ_CP006975 1072952
GCF_000830985.1_ASM83098v1_ NZ_CP007151 3975896
GCF_000831005.1_ASM83100v1_ NZ_CP007152 4616532
GCF_000831065.1_ASM83106v1_ NZ_CP007512 5295783
GCF_000831105.1_ASM83110v1_ NZ_CP007572 2231475
GCF_000831125.1_ASM83112v1_ NZ_CP007571 2214297
GCF_000831145.1_ASM83114v1_ NZ_CP007570 2243708
GCF_000831165.1_ASM83116v1_ NZ_CP007573 2036353
GCF_000831185.1_ASM83118v1_ NZ_CP008881 2684585
GCF_000831205.1_ASM83120v1_ NZ_CP008883 2699386
GCF_000831225.1_ASM83122v1_ NZ_CP008878 2698020
GCF_000831245.1_ASM83124v1_ NZ_CP009480 4396119
GCF_000831285.1_ASM83128v1_ NZ_CP009482 5197664
GCF_000831305.1_ASM83130v1_ NZ_CP009483 6402301
GCF_000831485.1_ASM83148v1_ NZ_CP010783 2086959
GCF_000831525.1_ASM83152v1_ NZ_CP006009 1257005
GCF_000831545.1_ASM83154v1_ NZ_CP006010 1269809
GCF_000831565.1_ASM83156v1_ NZ_CP010344 4803751
GCF_000831585.1_ASM83158v1_ NZ_CP010359 6233254
GCF_000831645.3_ASM83164v3_ NZ_CP012559 2790548
GCF_000832145.1_ASM83214v1_ NZ_CP007633 1851618
GCF_000832305.1_ASM83230v1_ NZ_CP010536 4522716
GCF_000832305.1_ASM83230v1_ NZ_CP010537 3898767
GCF_000832385.1_ASM83238v1_ NZ_CP009300 5379685
GCF_000832405.1_ASM83240v1_ NZ_CP009318 5268427
GCF_000832425.1_ASM83242v1_ NZ_CP009325 5221627
GCF_000832445.1_ASM83244v1_ NZ_CP009328 5229969
GCF_000832465.1_ASM83246v1_ NZ_CP009331 5228730
GCF_000832485.1_ASM83248v1_ NZ_CP009335 5232696
GCF_000832505.1_ASM83250v1_ NZ_CP009341 5222171
GCF_000832525.1_ASM83252v1_ NZ_CP009369 5295158
GCF_000832565.1_ASM83256v1_ NZ_CP009464 5230088
GCF_000832585.1_ASM83258v1_ NZ_CP009476 5200082
GCF_000832605.1_ASM83260v1_ NZ_CP009692 5255868
GCF_000832635.1_ASM83263v1_ NZ_CP009541 5227496
GCF_000832665.1_ASM83266v1_ NZ_CP009544 5214671
GCF_000832725.1_ASM83272v1_ NZ_CP009700 5210596
GCF_000832745.1_ASM83274v1_ NZ_CP009697 5213209
GCF_000832765.1_ASM83276v1_ NZ_CP009596 5270991
GCF_000832785.1_ASM83278v1_ NZ_CP009598 5228687
GCF_000832805.1_ASM83280v1_ NZ_CP009590 5267792
GCF_000832825.1_ASM83282v1_ NZ_CP009600 5256240
GCF_000832845.1_ASM83284v1_ NZ_CP009628 5269496
GCF_000832865.1_ASM83286v1_ NZ_CP009641 5342933
GCF_000832885.1_ASM83288v1_ NZ_CP009651 5229095
GCF_000832905.1_ASM83290v1_ NZ_CP009709 3366995
GCF_000832925.1_ASM83292v1_ NZ_CP009720 5213295
GCF_000832965.1_ASM83296v1_ NZ_CP009902 5321900
GCF_000832985.1_ASM83298v1_ NZ_CP009920 5343114
GCF_000833005.1_ASM83300v1_ NZ_CP010556 3905973
GCF_000833025.1_ASM83302v1_ NZ_CP010817 4064534
GCF_000833045.1_ASM83304v1_ NZ_CP009968 5305318
GCF_000833065.1_ASM83306v1_ NZ_CP009981 5227467
GCF_000833085.1_ASM83308v1_ NZ_CP010088 5235838
GCF_000833105.2_ASM83310v2_ NZ_CP010086 6485394
GCF_000833125.1_ASM83312v1_ NZ_CP010322 5229224
GCF_000833145.1_ASM83314v1_ NZ_CP010816 4528118
GCF_000833165.1_ASM83316v1_ NZ_CP009353 1923262
GCF_000833195.1_ASM83319v1_ NZ_CP009343 2040998
GCF_000833215.1_ASM83321v1_ NZ_CP009436 2045775
GCF_000833235.1_ASM83323v1_ NZ_CP009693 1892782
GCF_000833255.1_ASM83325v1_ NZ_CP009440 2148038
GCF_000833275.1_ASM83327v1_ NZ_CP009315 5228731
GCF_000833295.1_ASM83329v1_ NZ_CP009442 1919185
GCF_000833315.1_ASM83331v1_ NZ_CP009444 2022507
GCF_000833335.1_ASM83333v1_ NZ_CP009694 1892177
GCF_000833355.1_ASM83335v1_ NZ_CP009607 1870206
GCF_000833375.1_ASM83337v1_ NZ_CP009633 1910592
GCF_000833455.1_ASM83345v1_ NZ_CP010019 2017400
GCF_000833475.1_ASM83347v1_ NZ_CP010115 1862444
GCF_000833495.1_ASM83349v1_ NZ_CP010288 1893733
GCF_000833515.1_ASM83351v1_ NZ_CP010289 1894186
GCF_000833535.1_ASM83353v1_ NZ_CP010290 1892789
GCF_000833575.1_ASM83357v1_ NZ_CP010827 2830519
GCF_000833635.2_ASM83363v2_ NZ_CP011124 4502758
GCF_000834195.1_ASM83419v1_ NZ_CP009367 4548749
GCF_000834215.1_ASM83421v1_ NZ_CP009364 4495532
GCF_000834235.1_ASM83423v1_ NZ_CP009492 4685423
GCF_000834255.1_ASM83425v1_ NZ_CP009539 3605216
GCF_000834275.1_ASM83427v1_ NZ_CP009704 4531804
GCF_000834295.1_ASM83429v1_ NZ_CP009712 4743972
GCF_000834315.1_ASM83431v1_ NZ_CP009715 4519828
GCF_000834335.1_ASM83433v1_ NZ_CP009723 4659530
GCF_000834355.1_ASM83435v1_ NZ_CP009757 4729753
GCF_000834375.1_ASM83437v1_ NZ_CP009792 4689436
GCF_000834395.1_ASM83439v1_ NZ_CP009781 4471090
GCF_000834415.1_ASM83441v1_ NZ_CP009759 4706165
GCF_000834435.1_ASM83443v1_ NZ_CP009786 4728337
GCF_000834455.1_ASM83445v1_ NZ_CP009787 4372253
GCF_000834475.1_ASM83447v1_ NZ_CP009780 4695575
GCF_000834495.1_ASM83449v1_ NZ_CP009785 4662886
GCF_000834515.1_ASM83451v1_ NZ_CP009801 4859749
GCF_000834735.1_ASM83473v1_ NZ_CP009838 4534244
GCF_000834755.1_ASM83475v1_ NZ_CP009840 4569625
GCF_000834775.1_ASM83477v1_ NZ_CP009844 4654228
GCF_000834825.1_ASM83482v1_ NZ_CP009906 4708024
GCF_000834845.1_ASM83484v1_ NZ_CP009935 4501786
GCF_000834865.1_ASM83486v1_ NZ_CP009997 4496569
GCF_000834885.1_ASM83488v1_ NZ_CP009991 4523033
GCF_000834925.1_ASM83492v1_ NZ_CP010023 4607660
GCF_000834945.1_ASM83494v1_ NZ_CP010067 4742580
GCF_000834965.1_ASM83496v1_ NZ_CP010103 2005074
GCF_000834985.1_ASM83498v1_ NZ_CP010247 4529728
GCF_000835025.1_ASM83502v1_ NZ_CP009351 5491311
GCF_000835085.1_ASM83508v1_ NZ_CP006959 1017333
GCF_000835145.1_ASM83514v1_ NZ_CP007242 3953361
GCF_000835165.1_ASM83516v1_ NZ_CP007790 2607268
GCF_000835185.1_ASM83518v1_ NZ_CP009605 5271178
GCF_000835205.1_ASM83520v1_ NZ_CP002580 4163767
GCF_000835205.1_ASM83520v1_ NZ_CP002581 3732771
GCF_000835225.1_ASM83522v1_ NZ_CP010113 4781002
GCF_000835265.1_ASM83526v1_ NZ_CP010114 4786065
GCF_000835285.1_ASM83528v1_ NZ_CP010306 1742047
GCF_000835305.1_ASM83530v1_ NZ_CP010307 1670781
GCF_000835345.1_ASM83534v1_ NZ_CP010072 1742364
GCF_000835365.1_ASM83536v1_ NZ_CP010301 1745537
GCF_000875675.1_ASM87567v1_ NZ_CP010848 2328288
GCF_000875695.1_ASM87569v1_ NZ_CP010850 2107845
GCF_000875695.1_ASM87569v1_ NZ_CP010851 1207241
GCF_000875715.1_ASM87571v1_ NZ_CP010852 5200257
GCF_000875755.1_ASM87575v1_ NZ_CP007520 895051
GCF_000876525.1_ASM87652v1_ NZ_CP010524 4388022
GCF_000876545.1_ASM87654v1_ NZ_CP010525 3624641
GCF_000876675.2_ASM87667v2_ NZ_CP030352 3451315
GCF_000876675.2_ASM87667v2_ NZ_CP030353 2246020
GCF_000877815.1_ASM87781v1_ NZ_CP010014 4070380
GCF_000931425.2_ASM93142v2_ NZ_CP010528 3284260
GCF_000931445.1_ASM93144v1_ NZ_CP010849 7762396
GCF_000931465.1_ASM93146v1_ NZ_CP010892 6929263
GCF_000931565.1_ASM93156v1_ NZ_CP010876 5010884
GCF_000931575.1_ASM93157v1_ NZ_CP007470 1846259
GCF_000931605.1_ASM93160v1_ NZ_CP007471 1846503
GCF_000931625.1_ASM93162v1_ NZ_CP007472 1887620
GCF_000932055.2_ASM93205v2_ NZ_CP010905 4274782
GCF_000934305.1_ASM93430v1_ NZ_CP010906 1612378
GCF_000934325.3_ASM93432v3_ NZ_CP015773 4347648
GCF_000934525.1_ASM93452v1_ NZ_CP010912 4457472
GCF_000934565.1_ASM93456v1_ NZ_CP010896 6143950
GCF_000934605.2_ASM93460v2_ NZ_CP010897 5636000
GCF_000934625.1_ASM93462v1_ NZ_CP010432 1991969
GCF_000935025.1_ASM93502v1_ NZ_CP010836 5191536
GCF_000935185.3_ASM93518v3_ NZ_CP026094 9336218
GCF_000939415.2_HGAP_assembly_of_Acinetobacter_baumannii_ORAB01_ NZ_CP015483 3971435
GCF_000940785.1_ASM94078v1_ NZ_CP010577 5652292
GCF_000940805.1_ASM94080v1_ NZ_CP007142 6475959
GCF_000940825.1_ASM94082v1_ NZ_CP007221 5080102
GCF_000940845.1_ASM94084v1_ NZ_CP010341 2649166
GCF_000940895.2_ASM94089v2_ NZ_CP007211 4667713
GCF_000940915.1_ASM94091v1_ NZ_CP010947 4884823
GCF_000940935.2_ASM94093v2_ NZ_CP007216 4695514
GCF_000940975.1_ASM94097v1_ NZ_CP007222 4565462
GCF_000940995.1_ASM94099v1_ NZ_CP005973 2052529
GCF_000940995.1_ASM94099v1_ NZ_CP005974 3856884
GCF_000941015.2_ASM94101v2_ NZ_CP007235 4856438
GCF_000941035.1_ASM94103v1_ NZ_CP006723 4331770
GCF_000941035.1_ASM94103v1_ NZ_CP006724 404857
GCF_000941055.1_ASM94105v1_ NZ_CP007202 3303986
GCF_000941075.1_ASM94107v1_ NZ_CP007229 1084449
GCF_000943515.2_ASM94351v2_ NZ_CP016174 9490992
GCF_000943805.1_ASM94380v1_ NZ_CP010954 4766421
GCF_000947915.1_ASM94791v1_ NZ_CP009677 700851
GCF_000948075.1_ASM94807v1_ NZ_CP007166 5016623
GCF_000949425.1_ASM94942v1_ NZ_CP010976 5770242
GCF_000950575.1_ASM95057v1_ NZ_CP011005 3595718
GCF_000950775.1_ASM95077v1_ NZ_CP011004 2911639
GCF_000952035.2_ASM95203v2_ NZ_CP007699 9307519
GCF_000952895.1_BS34ACh_ NZ_LN680001 4233615
GCF_000952915.1_9231-Abomsa_assembly_V8_ NZ_LM995445 1017293
GCF_000952935.1_CAAB7_ NZ_LN554882 1144467
GCF_000952955.1_EcRV308Chr_ NZ_LM995446 4585620
GCF_000952975.1_D1G_ NZ_LM997412 1601846
GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171_ NZ_LN794158 1754988
GCF_000953095.1_BP_3921g_ NZ_LK936442 4044293
GCF_000953095.1_BP_3921g_ NZ_LK936443 3117372
GCF_000953115.1_DSM1535_ NZ_LN515531 2478074
GCF_000953135.1_LFA_ NZ_LN614827 4181563
GCF_000953195.1_Acholeplasma_oculi_strain_19L_ NZ_LK028559 1587120
GCF_000953215.1_DG5_ NZ_LM995447 2229578
GCF_000953235.1_ILRI181.1_ NZ_LN515399 1017183
GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217_ NZ_LN626917 2874302
GCF_000953275.1_CD630DERM_ NZ_LN614756 4293049
GCF_000953315.1_Wau001_ NZ_LK055284 1268461
GCF_000953355.1_XNC2_ NZ_LN681227 4432103
GCF_000953375.1_F38.1_ NZ_LN515398 1016760
GCF_000953435.1_CEM1.1_ NZ_LM655252 357498
GCF_000953455.1_Ppseudo_Pac_ NZ_LK391695 4696984
GCF_000953475.1_MfumSolVChr1_ NZ_LM997411 2476671
GCF_000953495.1_SINFA_ NZ_LN649235 4710675
GCF_000953515.1_EcHMS174Chr_ NZ_LM993812 4584860
GCF_000953535.1_E5B_ NZ_LN515532 2808926
GCF_000953575.1_Staphylococcus_xylosus_C2a_ NZ_LN554884 2786686
GCF_000953615.1_BS49Ch_ NZ_LN649259 4251652
GCF_000953635.1_LMI_ NZ_LN614830 3310028
GCF_000953655.1_LHA_ NZ_LN681225 3440975
GCF_000953695.1_AWOD1_ NZ_LN554846 3003353
GCF_000953695.1_AWOD1_ NZ_LN554847 1515310
GCF_000953715.1_DTL3_ NZ_LN824141 2053097
GCF_000953735.1_MVIS1_ NZ_LN554852 5086074
GCF_000954115.1_ASM95411v1_ NZ_CP010797 5341557
GCF_000954135.1_ASM95413v2_ NZ_CP010799 3503899
GCF_000954135.1_ASM95413v2_ NZ_CP010800 1377860
GCF_000954175.1_ASM95417v1_ NZ_CP010973 4006427
GCF_000954175.1_ASM95417v1_ NZ_CP010974 3039355
GCF_000954195.1_ASM95419v1_ NZ_CP011015 1658607
GCF_000955665.1_ASM95566v1_ NZ_CP011059 4242519
GCF_000955905.1_ASM95590v3_ NZ_CP011097 1620156
GCF_000956175.1_ASM95617v1_ NZ_CP011070 1803090
GCF_000956315.1_ASM95631v1_ NZ_CP011060 922280
GCF_000958465.1_ASM95846v1_ NZ_CP011043 3207520
GCF_000959125.1_ASM95912v1_ NZ_CP004379 4092218
GCF_000959125.1_ASM95912v1_ NZ_CP004380 3145454
GCF_000959145.1_ASM95914v1_ NZ_CP009298 4055060
GCF_000959145.1_ASM95914v1_ NZ_CP009297 3216446
GCF_000959165.1_ASM95916v1_ NZ_CP009337 3458247
GCF_000959165.1_ASM95916v1_ NZ_CP009338 2284094
GCF_000959185.1_ASM95918v1_ NZ_CP009474 4021787
GCF_000959185.1_ASM95918v1_ NZ_CP009473 3108026
GCF_000959205.1_ASM95920v1_ NZ_CP009485 4088931
GCF_000959205.1_ASM95920v1_ NZ_CP009484 3267445
GCF_000959225.1_ASM95922v1_ NZ_CP009478 4240604
GCF_000959225.1_ASM95922v1_ NZ_CP009477 3205965
GCF_000959245.1_ASM95924v1_ NZ_CP009488 3546310
GCF_000959245.1_ASM95924v1_ NZ_CP009486 2722556
GCF_000959245.1_ASM95924v1_ NZ_CP009487 920205
GCF_000959265.1_ASM95926v1_ NZ_CP009535 4121652
GCF_000959265.1_ASM95926v1_ NZ_CP009536 3260260
GCF_000959285.1_ASM95928v1_ NZ_CP009538 4074547
GCF_000959285.1_ASM95928v1_ NZ_CP009537 3173067
GCF_000959305.1_ASM95930v1_ NZ_CP009545 3915257
GCF_000959305.1_ASM95930v1_ NZ_CP009546 3127457
GCF_000959325.1_ASM95932v1_ NZ_CP009549 4067533
GCF_000959325.1_ASM95932v1_ NZ_CP009548 2913181
GCF_000959345.1_ASM95934v1_ NZ_CP009551 4185347
GCF_000959345.1_ASM95934v1_ NZ_CP009550 3190204
GCF_000959365.1_ASM95936v1_ NZ_CP009555 4132035
GCF_000959365.1_ASM95936v1_ NZ_CP009556 3002987
GCF_000959405.1_ASM95940v1_ NZ_CP009587 3559874
GCF_000959405.1_ASM95940v1_ NZ_CP009588 2353260
GCF_000959425.1_ASM95942v1_ NZ_CP009601 3808029
GCF_000959425.1_ASM95942v1_ NZ_CP009602 2914772
GCF_000959445.1_ASM95944v1_ NZ_CP009631 3317416
GCF_000959445.1_ASM95944v1_ NZ_CP009630 2262093
GCF_000959445.1_ASM95944v1_ NZ_CP009632 1248367
GCF_000959465.1_ASM95946v1_ NZ_CP009642 3560434
GCF_000959465.1_ASM95946v1_ NZ_CP009643 2126012
GCF_000959485.1_ASM95948v1_ NZ_CP009707 3550623
GCF_000959485.1_ASM95948v1_ NZ_CP009708 1858539
GCF_000959505.1_ASM95950v1_ NZ_CP009795 3406596
GCF_000959505.1_ASM95950v1_ NZ_CP009793 2168075
GCF_000959505.1_ASM95950v1_ NZ_CP009794 834424
GCF_000959525.1_ASM95952v1_ NZ_CP009832 3428264
GCF_000959525.1_ASM95952v1_ NZ_CP009831 2344193
GCF_000959525.1_ASM95952v1_ NZ_CP009830 550289
GCF_000959545.1_ASM95954v1_ NZ_CP009798 3556555
GCF_000959545.1_ASM95954v1_ NZ_CP009799 2646970
GCF_000959545.1_ASM95954v1_ NZ_CP009800 1281472
GCF_000959605.1_ASM95960v1_ NZ_CP010017 3896053
GCF_000959605.1_ASM95960v1_ NZ_CP010018 2897757
GCF_000959625.1_ASM95962v1_ NZ_CP010065 3542936
